id,dataset_name,category,source,last_updated,record_count,file_size_mb,created_at
270,user_accounts_0270,User Accounts,Data Warehouse,2024-09-27,275572,816.24,2024-08-26 15:01:48
271,threat_intelligence_0271,Threat Intelligence,Data Warehouse,2023-09-24,160852,873.52,2023-08-23 12:59:49
272,hr_0272,HR,SIEM Export,2023-12-11,356100,2380.28,2023-10-31 00:33:29
273,security_incidents_0273,Security Incidents,Third-party Vendor,2023-01-13,371202,2342.12,2023-01-04 07:25:28
274,marketing_analytics_0274,Marketing Analytics,Internal ETL,2024-07-03,333698,1391.26,2024-06-19 08:17:43
275,user_accounts_0275,User Accounts,Data Warehouse,2024-12-01,272977,996.46,2024-10-24 11:30:00
276,customer_support_0276,Customer Support,Third-party Vendor,2024-06-05,203513,874.31,2024-05-08 22:54:45
277,operations_0277,Operations,API Ingestion,2023-08-15,220226,646.22,2023-08-11 07:56:18
278,web_traffic_0278,Web Traffic,Manual Entry,2023-03-20,140628,891.65,2023-02-21 17:34:11
279,hr_0279,HR,Manual Entry,2024-07-31,97858,811.47,2024-06-01 03:07:35
280,hr_0280,HR,SIEM Export,2023-05-12,306902,2210.81,2023-03-13 03:16:05
281,marketing_analytics_0281,Marketing Analytics,Internal ETL,2024-12-16,80254,361.82,2024-10-22 00:18:33
282,it_tickets_0282,IT Tickets,Manual Entry,2023-09-27,381777,2068.81,2023-08-01 02:24:59
283,user_accounts_0283,User Accounts,Third-party Vendor,2024-06-14,263519,1990.01,2024-06-07 06:09:57
284,system_metrics_0284,System Metrics,Data Warehouse,2023-06-29,193171,222.1,2023-06-12 23:13:26
285,web_traffic_0285,Web Traffic,Data Warehouse,2023-03-30,659,2.23,2023-03-05 19:01:33
286,system_metrics_0286,System Metrics,Internal ETL,2024-03-19,266830,496.29,2024-02-11 06:13:02
287,marketing_analytics_0287,Marketing Analytics,Manual Entry,2024-09-23,210457,364.31,2024-07-28 05:59:02
288,security_incidents_0288,Security Incidents,Third-party Vendor,2024-10-08,67039,118.05,2024-08-31 17:01:50
289,hr_0289,HR,SIEM Export,2024-02-10,202290,1242.98,2023-12-15 07:42:32
290,finance_0290,Finance,API Ingestion,2024-05-19,405474,2077.08,2024-03-30 14:07:58
291,web_traffic_0291,Web Traffic,Manual Entry,2023-12-27,82387,756.23,2023-12-26 17:06:38
292,threat_intelligence_0292,Threat Intelligence,Manual Entry,2023-11-18,445041,3700.95,2023-10-06 07:52:30
293,finance_0293,Finance,CSV Upload,2023-04-23,335927,2999.87,2023-04-07 20:53:01
294,marketing_analytics_0294,Marketing Analytics,API Ingestion,2023-10-21,474170,1001.72,2023-08-23 00:05:47
295,network_logs_0295,Network Logs,Data Warehouse,2023-01-01,219619,674.94,2023-01-01 23:07:31
296,security_incidents_0296,Security Incidents,CSV Upload,2023-05-08,24206,24.39,2023-03-24 03:36:14
297,marketing_analytics_0297,Marketing Analytics,Third-party Vendor,2023-05-30,145041,702.92,2023-04-02 12:05:50
298,marketing_analytics_0298,Marketing Analytics,Data Warehouse,2023-06-04,374942,335.09,2023-04-11 18:10:05
299,web_traffic_0299,Web Traffic,Third-party Vendor,2023-05-12,98645,510.35,2023-04-15 07:38:14
300,threat_intelligence_0300,Threat Intelligence,CSV Upload,2023-01-04,54948,32.69,2023-01-01 23:28:04
301,user_accounts_0301,User Accounts,SIEM Export,2023-04-29,61317,98.98,2023-03-24 01:50:37
302,hr_0302,HR,SIEM Export,2023-06-19,46808,160.87,2023-05-14 23:59:29
303,customer_support_0303,Customer Support,Data Warehouse,2024-06-24,78100,636.35,2024-06-15 08:48:20
304,hr_0304,HR,SIEM Export,2023-11-26,299609,471.72,2023-10-27 21:50:35
305,hr_0305,HR,Manual Entry,2023-03-21,112656,725.01,2023-02-17 10:12:02
306,finance_0306,Finance,CSV Upload,2024-04-23,184555,378.09,2024-04-21 01:17:31
307,threat_intelligence_0307,Threat Intelligence,CSV Upload,2023-02-27,22992,229.79,2023-02-12 09:36:37
308,it_tickets_0308,IT Tickets,API Ingestion,2023-05-31,449626,1020.49,2023-04-01 09:32:40
309,hr_0309,HR,CSV Upload,2024-08-24,415317,852.33,2024-08-12 06:14:16
310,web_traffic_0310,Web Traffic,API Ingestion,2023-12-26,59701,61.18,2023-12-18 18:53:54
311,web_traffic_0311,Web Traffic,API Ingestion,2023-07-29,222353,645.04,2023-07-12 12:03:22
312,threat_intelligence_0312,Threat Intelligence,SIEM Export,2023-01-16,266415,900.4,2023-01-04 02:59:34
313,web_traffic_0313,Web Traffic,Manual Entry,2023-07-29,204341,1239.48,2023-07-26 18:49:33
314,it_tickets_0314,IT Tickets,Data Warehouse,2023-04-13,126864,482.59,2023-03-21 15:23:15
315,security_incidents_0315,Security Incidents,API Ingestion,2023-05-23,7907,7.65,2023-03-28 17:02:26
316,operations_0316,Operations,Internal ETL,2023-04-18,117118,579.98,2023-02-26 05:46:44
317,system_metrics_0317,System Metrics,Data Warehouse,2023-11-19,62352,482.33,2023-09-26 05:28:23
318,operations_0318,Operations,Third-party Vendor,2023-06-04,212655,1785.44,2023-04-20 09:04:46
319,finance_0319,Finance,Internal ETL,2024-07-17,45646,291.82,2024-06-24 20:31:35
320,network_logs_0320,Network Logs,Third-party Vendor,2023-12-07,279144,2726.95,2023-11-28 08:05:59
321,system_metrics_0321,System Metrics,SIEM Export,2024-05-09,438427,624.31,2024-04-29 13:13:59
322,hr_0322,HR,Third-party Vendor,2023-09-09,62501,513.21,2023-07-20 00:39:31
323,hr_0323,HR,Third-party Vendor,2024-05-27,360558,1798.59,2024-04-10 18:45:36
324,security_incidents_0324,Security Incidents,Manual Entry,2023-08-04,450341,1035.89,2023-06-20 14:35:17
325,hr_0325,HR,API Ingestion,2023-04-01,354350,1351.22,2023-02-25 18:09:55
326,marketing_analytics_0326,Marketing Analytics,Internal ETL,2023-01-02,433399,323.96,2023-01-01 12:11:59
327,user_accounts_0327,User Accounts,CSV Upload,2024-12-30,210992,906.74,2024-12-28 12:58:21
328,user_accounts_0328,User Accounts,Data Warehouse,2024-11-07,441633,2710.59,2024-11-06 05:24:56
329,network_logs_0329,Network Logs,API Ingestion,2023-09-17,124834,1206.4,2023-07-26 11:54:02
330,hr_0330,HR,Third-party Vendor,2023-05-20,469607,2965.15,2023-03-24 00:06:45
331,threat_intelligence_0331,Threat Intelligence,Third-party Vendor,2024-12-24,278122,1311.71,2024-12-04 06:07:44
332,customer_support_0332,Customer Support,API Ingestion,2024-07-11,144115,1208.03,2024-06-13 05:52:16
333,marketing_analytics_0333,Marketing Analytics,CSV Upload,2023-06-18,216387,1417.46,2023-05-14 04:47:03
334,threat_intelligence_0334,Threat Intelligence,API Ingestion,2023-02-28,235620,1366.89,2023-02-08 10:03:58
335,operations_0335,Operations,Manual Entry,2024-12-25,268519,1220.36,2024-10-26 16:55:29
336,security_incidents_0336,Security Incidents,CSV Upload,2023-07-29,337649,406.96,2023-07-07 10:24:23
337,finance_0337,Finance,Data Warehouse,2023-10-09,202351,826.14,2023-08-20 02:29:14
338,it_tickets_0338,IT Tickets,SIEM Export,2024-05-18,134208,895.35,2024-04-12 23:57:24
339,web_traffic_0339,Web Traffic,CSV Upload,2024-07-31,427527,987.86,2024-06-29 22:15:42
340,threat_intelligence_0340,Threat Intelligence,CSV Upload,2023-06-01,325111,653.22,2023-04-30 18:11:16
341,hr_0341,HR,Manual Entry,2024-02-23,372486,1081.81,2024-01-28 15:28:00
342,threat_intelligence_0342,Threat Intelligence,Data Warehouse,2023-09-12,245642,882.41,2023-08-01 13:29:25
343,hr_0343,HR,Third-party Vendor,2024-08-11,28832,203.47,2024-07-15 23:07:47
344,network_logs_0344,Network Logs,Manual Entry,2023-07-04,49679,85.43,2023-06-18 21:39:16
345,security_incidents_0345,Security Incidents,CSV Upload,2024-08-17,84143,722.43,2024-07-30 08:49:22
346,customer_support_0346,Customer Support,CSV Upload,2023-01-08,321014,2466.15,2023-01-01 20:36:16
347,marketing_analytics_0347,Marketing Analytics,Third-party Vendor,2023-03-02,112815,854.43,2023-02-10 16:38:14
348,hr_0348,HR,SIEM Export,2024-03-22,305197,259.38,2024-03-04 07:27:29
349,security_incidents_0349,Security Incidents,Data Warehouse,2023-01-08,423096,819.1,2023-01-01 13:38:40
350,system_metrics_0350,System Metrics,API Ingestion,2024-07-11,377434,1357.79,2024-06-08 22:11:05
351,operations_0351,Operations,CSV Upload,2024-05-07,41872,85.72,2024-03-19 23:01:38
352,operations_0352,Operations,Internal ETL,2023-12-29,498930,1012.61,2023-11-29 04:06:04
353,hr_0353,HR,Third-party Vendor,2024-01-20,102573,881.75,2023-12-10 20:22:52
354,it_tickets_0354,IT Tickets,API Ingestion,2024-10-26,133558,1224.48,2024-10-16 08:09:36
355,operations_0355,Operations,CSV Upload,2024-03-07,178816,1759.28,2024-02-12 05:26:33
356,network_logs_0356,Network Logs,Data Warehouse,2023-05-01,488632,4095.72,2023-03-07 11:45:40
357,network_logs_0357,Network Logs,SIEM Export,2024-12-04,332990,1919.08,2024-10-17 11:11:47
358,finance_0358,Finance,Third-party Vendor,2024-07-26,204479,171.6,2024-07-01 14:00:40
359,user_accounts_0359,User Accounts,CSV Upload,2023-08-07,139706,942.46,2023-06-27 18:14:35
360,user_accounts_0360,User Accounts,Third-party Vendor,2023-11-22,119251,569.96,2023-10-21 19:02:48
361,user_accounts_0361,User Accounts,API Ingestion,2024-08-27,70004,290.76,2024-06-28 17:18:56
362,customer_support_0362,Customer Support,SIEM Export,2024-12-16,458105,3257.86,2024-11-15 20:12:09
363,customer_support_0363,Customer Support,CSV Upload,2024-11-25,268761,1789.18,2024-11-16 15:55:22
364,web_traffic_0364,Web Traffic,Manual Entry,2023-08-16,328170,3003.89,2023-08-09 20:15:56
365,finance_0365,Finance,Internal ETL,2023-05-07,75472,528.58,2023-03-12 09:27:43
366,it_tickets_0366,IT Tickets,Manual Entry,2024-01-27,383739,3607.38,2023-12-21 22:21:41
367,finance_0367,Finance,Data Warehouse,2023-06-25,483206,2138.58,2023-06-01 02:14:33
368,web_traffic_0368,Web Traffic,SIEM Export,2023-10-24,231428,1085.9,2023-08-26 09:37:48
369,customer_support_0369,Customer Support,Manual Entry,2024-01-23,46176,260.8,2023-12-11 03:37:30
370,system_metrics_0370,System Metrics,Internal ETL,2024-12-05,115775,559.23,2024-11-20 17:24:44
371,web_traffic_0371,Web Traffic,Internal ETL,2023-10-16,299807,879.19,2023-09-08 22:05:46
372,marketing_analytics_0372,Marketing Analytics,SIEM Export,2024-01-15,479363,3670.09,2024-01-10 08:15:45
373,network_logs_0373,Network Logs,Data Warehouse,2023-05-23,261309,1054.09,2023-05-05 17:59:08
374,security_incidents_0374,Security Incidents,Data Warehouse,2024-03-01,325709,724.34,2024-01-11 12:38:14
375,it_tickets_0375,IT Tickets,CSV Upload,2024-08-24,369229,3565.2,2024-07-21 12:12:19
376,customer_support_0376,Customer Support,Third-party Vendor,2023-04-04,304800,1977.88,2023-03-30 12:27:31
377,hr_0377,HR,Data Warehouse,2023-11-25,470282,2590.71,2023-10-26 02:45:45
378,security_incidents_0378,Security Incidents,CSV Upload,2024-09-25,212284,1448.53,2024-08-27 20:29:31
379,security_incidents_0379,Security Incidents,API Ingestion,2023-04-25,211403,267.2,2023-04-10 00:21:59
380,web_traffic_0380,Web Traffic,Data Warehouse,2024-05-24,357512,3398.64,2024-04-24 23:47:27
381,threat_intelligence_0381,Threat Intelligence,SIEM Export,2023-02-26,351100,2400.2,2023-02-02 01:47:49
382,web_traffic_0382,Web Traffic,CSV Upload,2023-05-24,282854,2701.74,2023-05-16 15:05:01
383,system_metrics_0383,System Metrics,CSV Upload,2024-02-15,435652,1264.78,2024-02-09 22:46:30
384,customer_support_0384,Customer Support,Internal ETL,2024-06-19,303231,1241.21,2024-05-08 18:15:59
385,hr_0385,HR,SIEM Export,2024-01-16,357923,2224.27,2024-01-13 16:33:08
386,user_accounts_0386,User Accounts,Data Warehouse,2023-03-18,449140,277.93,2023-01-25 09:03:52
387,operations_0387,Operations,SIEM Export,2024-02-15,370556,3285.82,2024-01-26 06:48:44
388,threat_intelligence_0388,Threat Intelligence,Internal ETL,2024-03-10,35796,263.29,2024-01-28 04:45:18
389,system_metrics_0389,System Metrics,Third-party Vendor,2024-09-01,279591,2703.97,2024-07-22 12:55:07
390,finance_0390,Finance,SIEM Export,2024-10-02,281542,2772.07,2024-08-23 16:19:26
391,system_metrics_0391,System Metrics,SIEM Export,2024-09-17,79743,182.75,2024-09-06 10:58:46
392,customer_support_0392,Customer Support,Internal ETL,2023-10-09,278750,2552.81,2023-09-26 08:52:30
393,threat_intelligence_0393,Threat Intelligence,Data Warehouse,2024-03-18,353490,2636.33,2024-02-24 19:31:35
394,marketing_analytics_0394,Marketing Analytics,Internal ETL,2024-04-25,367061,1566.59,2024-04-12 04:32:27
395,customer_support_0395,Customer Support,Manual Entry,2024-10-10,401397,818.85,2024-08-21 05:32:16
396,finance_0396,Finance,API Ingestion,2024-03-13,71693,373.3,2024-03-07 05:25:01
397,finance_0397,Finance,Third-party Vendor,2024-06-11,412060,594.59,2024-05-03 13:39:41
398,customer_support_0398,Customer Support,Manual Entry,2024-07-09,209270,1067.52,2024-05-24 08:19:29
399,finance_0399,Finance,Internal ETL,2024-09-10,291163,2018.24,2024-09-01 02:22:31
400,finance_0400,Finance,Manual Entry,2024-09-08,372226,3231.97,2024-07-22 04:21:21
401,security_incidents_0401,Security Incidents,CSV Upload,2023-08-18,488807,2846.62,2023-08-16 00:04:06
402,hr_0402,HR,API Ingestion,2023-08-09,379796,2964.22,2023-07-26 13:04:01
403,threat_intelligence_0403,Threat Intelligence,Third-party Vendor,2023-07-05,56774,200.39,2023-05-18 15:47:10
404,operations_0404,Operations,SIEM Export,2023-03-07,119239,258.24,2023-02-03 01:47:10
405,security_incidents_0405,Security Incidents,Third-party Vendor,2023-08-01,356235,3548.03,2023-07-26 08:15:26
406,hr_0406,HR,Internal ETL,2023-01-16,255053,1041.55,2023-01-15 23:45:31
407,operations_0407,Operations,Third-party Vendor,2024-04-19,302407,1763.19,2024-02-21 15:07:45
408,hr_0408,HR,CSV Upload,2024-08-11,309786,1167.18,2024-07-09 13:46:07
409,finance_0409,Finance,Internal ETL,2023-04-14,88255,182.84,2023-04-12 13:21:47
410,system_metrics_0410,System Metrics,CSV Upload,2024-06-30,55101,237.96,2024-05-12 07:13:54
411,marketing_analytics_0411,Marketing Analytics,SIEM Export,2023-08-01,234865,1671.55,2023-06-15 08:38:43
412,system_metrics_0412,System Metrics,CSV Upload,2024-10-11,213813,672.43,2024-10-08 12:11:01
413,system_metrics_0413,System Metrics,API Ingestion,2024-10-12,306123,2011.22,2024-10-01 16:59:18
414,finance_0414,Finance,Manual Entry,2024-01-04,24498,101.95,2023-11-25 02:38:08
415,hr_0415,HR,Manual Entry,2024-08-06,253266,1789.89,2024-06-17 15:28:29
416,user_accounts_0416,User Accounts,SIEM Export,2024-09-01,109330,301.43,2024-08-16 09:13:44
417,security_incidents_0417,Security Incidents,SIEM Export,2024-02-01,212850,606.85,2023-12-04 02:52:39
418,finance_0418,Finance,Internal ETL,2024-05-27,490570,4221.02,2024-04-06 18:43:25
419,web_traffic_0419,Web Traffic,CSV Upload,2024-05-01,467942,2678.4,2024-03-13 16:55:43
420,web_traffic_0420,Web Traffic,SIEM Export,2024-01-03,263000,2075.82,2023-11-14 11:00:34
421,threat_intelligence_0421,Threat Intelligence,Data Warehouse,2023-12-05,339775,1279.96,2023-11-17 10:52:08
422,network_logs_0422,Network Logs,Third-party Vendor,2023-03-25,462869,4397.95,2023-02-27 05:42:25
423,marketing_analytics_0423,Marketing Analytics,Internal ETL,2023-06-30,369253,2918.32,2023-06-13 17:22:32
424,system_metrics_0424,System Metrics,CSV Upload,2024-11-17,497523,483.0,2024-10-15 11:29:52
425,customer_support_0425,Customer Support,API Ingestion,2023-02-19,300889,737.61,2023-01-05 22:01:46
426,it_tickets_0426,IT Tickets,API Ingestion,2024-12-09,328625,697.79,2024-10-19 07:48:48
427,network_logs_0427,Network Logs,Third-party Vendor,2023-08-05,473521,527.72,2023-07-15 07:31:38
428,system_metrics_0428,System Metrics,API Ingestion,2023-11-09,202929,1387.36,2023-10-03 11:56:57
429,threat_intelligence_0429,Threat Intelligence,CSV Upload,2024-05-16,300175,874.84,2024-04-08 14:17:05
430,security_incidents_0430,Security Incidents,Internal ETL,2023-11-10,249408,329.54,2023-10-17 22:20:37
431,threat_intelligence_0431,Threat Intelligence,Data Warehouse,2024-08-24,64139,208.37,2024-08-01 03:08:23
432,user_accounts_0432,User Accounts,SIEM Export,2024-09-14,396055,1064.22,2024-09-12 14:33:14
433,hr_0433,HR,API Ingestion,2023-02-24,339430,2340.36,2023-01-01 18:17:50
434,user_accounts_0434,User Accounts,Data Warehouse,2024-04-19,364399,3358.49,2024-04-07 13:51:09
435,hr_0435,HR,SIEM Export,2023-10-13,398032,3612.01,2023-09-28 16:00:54
436,hr_0436,HR,Third-party Vendor,2024-03-03,301543,2781.75,2024-02-17 09:41:21
437,customer_support_0437,Customer Support,SIEM Export,2024-04-29,176450,402.04,2024-04-06 05:48:20
438,operations_0438,Operations,Internal ETL,2023-07-12,78401,502.46,2023-06-15 11:47:47
439,system_metrics_0439,System Metrics,Data Warehouse,2024-12-25,474339,874.71,2024-12-14 21:16:09
440,threat_intelligence_0440,Threat Intelligence,Internal ETL,2024-10-12,28839,130.64,2024-09-30 18:31:21
441,network_logs_0441,Network Logs,SIEM Export,2024-11-30,328523,542.57,2024-11-07 06:57:58
442,it_tickets_0442,IT Tickets,Manual Entry,2023-11-08,389563,321.44,2023-09-21 03:49:31
443,threat_intelligence_0443,Threat Intelligence,Third-party Vendor,2024-09-27,148683,334.62,2024-09-09 20:22:21
444,customer_support_0444,Customer Support,SIEM Export,2023-10-10,70315,530.06,2023-08-29 16:18:38
445,operations_0445,Operations,API Ingestion,2024-12-18,351677,2963.2,2024-11-13 02:18:50
446,operations_0446,Operations,CSV Upload,2023-07-23,331040,2747.86,2023-07-17 23:32:59
447,finance_0447,Finance,SIEM Export,2023-04-16,281756,2235.57,2023-03-26 17:02:28
448,it_tickets_0448,IT Tickets,Manual Entry,2023-06-07,199204,752.98,2023-04-14 16:54:36
449,finance_0449,Finance,Internal ETL,2024-06-23,301049,2005.53,2024-06-23 03:37:04
450,network_logs_0450,Network Logs,Internal ETL,2023-08-14,226727,1708.8,2023-07-02 12:15:08
451,hr_0451,HR,API Ingestion,2023-08-04,141694,836.16,2023-07-19 18:17:08
452,security_incidents_0452,Security Incidents,SIEM Export,2024-06-18,317761,1793.47,2024-05-30 22:10:26
453,network_logs_0453,Network Logs,CSV Upload,2024-09-02,70865,708.57,2024-08-20 08:41:13
454,hr_0454,HR,Internal ETL,2024-10-28,299881,1084.72,2024-09-05 11:16:43
455,security_incidents_0455,Security Incidents,SIEM Export,2023-02-27,420256,1450.48,2023-01-10 13:57:16
456,web_traffic_0456,Web Traffic,SIEM Export,2024-12-05,206880,205.23,2024-10-16 23:38:21
457,security_incidents_0457,Security Incidents,SIEM Export,2024-06-24,410912,859.1,2024-06-11 13:08:58
458,security_incidents_0458,Security Incidents,CSV Upload,2023-05-20,389311,597.86,2023-03-28 13:00:58
459,security_incidents_0459,Security Incidents,SIEM Export,2024-11-30,233690,2286.65,2024-10-08 12:15:04
460,network_logs_0460,Network Logs,Manual Entry,2023-02-12,44214,166.28,2023-02-02 20:43:10
461,it_tickets_0461,IT Tickets,SIEM Export,2023-07-02,59041,362.45,2023-05-23 14:40:25
462,finance_0462,Finance,SIEM Export,2023-09-09,442158,2572.16,2023-08-04 09:39:27
463,web_traffic_0463,Web Traffic,Manual Entry,2023-01-04,493665,4803.5,2023-01-01 10:50:33
464,marketing_analytics_0464,Marketing Analytics,SIEM Export,2023-04-11,117658,436.49,2023-02-14 03:27:51
465,user_accounts_0465,User Accounts,SIEM Export,2024-11-18,91501,375.97,2024-10-02 18:56:05
466,system_metrics_0466,System Metrics,Third-party Vendor,2023-02-03,45972,377.6,2023-01-03 02:20:16
467,web_traffic_0467,Web Traffic,CSV Upload,2024-07-07,166208,606.97,2024-06-19 07:28:33
468,security_incidents_0468,Security Incidents,Third-party Vendor,2024-12-31,22274,72.32,2024-11-24 22:10:52
469,marketing_analytics_0469,Marketing Analytics,CSV Upload,2023-05-14,233955,2081.46,2023-03-24 18:34:15
470,web_traffic_0470,Web Traffic,Internal ETL,2023-01-25,340843,1365.31,2023-01-01 19:29:58
471,marketing_analytics_0471,Marketing Analytics,Data Warehouse,2024-04-04,130390,444.07,2024-02-10 03:13:14
472,user_accounts_0472,User Accounts,Data Warehouse,2024-02-26,453299,1241.55,2024-01-30 23:32:17
473,threat_intelligence_0473,Threat Intelligence,CSV Upload,2024-05-09,296459,244.08,2024-04-04 03:24:03
474,operations_0474,Operations,CSV Upload,2024-01-13,125672,845.7,2023-12-30 14:30:05
475,threat_intelligence_0475,Threat Intelligence,Internal ETL,2024-01-06,49276,271.29,2023-12-26 02:27:49
476,marketing_analytics_0476,Marketing Analytics,SIEM Export,2024-01-19,102238,488.83,2023-12-15 21:29:02
477,security_incidents_0477,Security Incidents,Third-party Vendor,2024-04-01,131802,443.79,2024-03-21 08:40:31
478,hr_0478,HR,SIEM Export,2024-10-02,483860,1678.85,2024-08-21 00:52:53
479,security_incidents_0479,Security Incidents,Third-party Vendor,2024-05-09,100238,271.77,2024-03-12 20:24:42
480,security_incidents_0480,Security Incidents,Internal ETL,2024-11-14,305862,526.76,2024-10-17 16:43:04
481,marketing_analytics_0481,Marketing Analytics,Manual Entry,2023-07-05,439532,2212.58,2023-05-19 18:58:56
482,customer_support_0482,Customer Support,Data Warehouse,2023-11-30,324351,1537.39,2023-10-15 06:42:52
483,operations_0483,Operations,Third-party Vendor,2024-04-29,342801,2175.48,2024-03-01 03:48:15
484,hr_0484,HR,Manual Entry,2024-10-20,231677,1588.24,2024-09-19 17:07:58
485,threat_intelligence_0485,Threat Intelligence,Data Warehouse,2023-08-01,182340,822.34,2023-07-28 11:45:08
486,finance_0486,Finance,Data Warehouse,2023-05-24,4710,22.01,2023-05-14 15:00:06
487,system_metrics_0487,System Metrics,Data Warehouse,2024-12-04,432836,2245.64,2024-10-31 14:25:27
488,marketing_analytics_0488,Marketing Analytics,SIEM Export,2023-07-01,97613,317.03,2023-06-02 13:36:50
489,finance_0489,Finance,Data Warehouse,2023-12-19,294203,2507.71,2023-11-01 00:53:30
490,user_accounts_0490,User Accounts,SIEM Export,2024-11-24,134160,1245.19,2024-10-01 06:44:53
491,system_metrics_0491,System Metrics,CSV Upload,2023-12-22,140939,1237.64,2023-11-23 01:44:15
492,marketing_analytics_0492,Marketing Analytics,Internal ETL,2024-04-11,346890,1995.41,2024-02-14 17:58:22
493,customer_support_0493,Customer Support,API Ingestion,2023-09-09,240221,741.48,2023-09-06 01:29:21
494,finance_0494,Finance,Third-party Vendor,2024-03-20,292806,2118.4,2024-02-24 16:20:38
495,operations_0495,Operations,Internal ETL,2023-09-10,214029,1249.06,2023-08-05 22:51:23
496,security_incidents_0496,Security Incidents,API Ingestion,2024-01-31,377285,679.58,2024-01-10 15:58:45
497,threat_intelligence_0497,Threat Intelligence,SIEM Export,2024-03-20,324453,2082.16,2024-02-08 19:39:01
498,operations_0498,Operations,API Ingestion,2023-01-21,139749,751.12,2023-01-01 15:38:23
499,web_traffic_0499,Web Traffic,Third-party Vendor,2024-12-07,50412,96.49,2024-12-02 02:21:02
500,hr_0500,HR,CSV Upload,2024-10-21,342577,832.48,2024-09-15 02:19:08
501,network_logs_0501,Network Logs,Data Warehouse,2024-09-12,257481,1745.86,2024-09-07 01:20:30
502,it_tickets_0502,IT Tickets,Internal ETL,2023-07-15,125102,593.35,2023-06-28 08:36:09
503,marketing_analytics_0503,Marketing Analytics,Manual Entry,2023-10-03,1836,7.14,2023-09-16 05:09:53
504,it_tickets_0504,IT Tickets,Manual Entry,2024-03-21,59872,102.68,2024-01-29 09:49:53
505,web_traffic_0505,Web Traffic,Manual Entry,2024-09-04,30008,85.31,2024-07-07 14:28:44
506,system_metrics_0506,System Metrics,API Ingestion,2023-06-22,389317,3481.79,2023-05-12 03:04:24
507,marketing_analytics_0507,Marketing Analytics,API Ingestion,2024-06-12,85929,854.28,2024-06-10 12:19:03
508,finance_0508,Finance,Data Warehouse,2024-05-03,297793,2016.48,2024-04-24 05:38:01
509,customer_support_0509,Customer Support,Internal ETL,2024-06-14,334726,641.18,2024-05-16 12:45:15
510,it_tickets_0510,IT Tickets,Third-party Vendor,2023-01-06,464370,1779.82,2023-01-01 06:50:11
511,marketing_analytics_0511,Marketing Analytics,Third-party Vendor,2023-10-24,299359,2110.86,2023-10-15 05:14:35
512,system_metrics_0512,System Metrics,CSV Upload,2024-01-24,369882,2709.94,2023-11-26 20:22:54
513,customer_support_0513,Customer Support,CSV Upload,2023-04-23,96828,331.17,2023-03-10 18:48:19
514,marketing_analytics_0514,Marketing Analytics,Third-party Vendor,2024-03-03,275059,1680.96,2024-02-01 21:07:59
515,system_metrics_0515,System Metrics,CSV Upload,2023-09-24,428951,318.84,2023-09-12 09:34:49
516,web_traffic_0516,Web Traffic,API Ingestion,2024-07-15,43343,57.97,2024-06-11 09:39:30
517,it_tickets_0517,IT Tickets,Internal ETL,2024-05-23,303913,1977.85,2024-03-28 16:03:28
518,threat_intelligence_0518,Threat Intelligence,Manual Entry,2024-01-02,272617,370.33,2023-12-19 01:39:56
519,it_tickets_0519,IT Tickets,Internal ETL,2024-09-23,240632,691.73,2024-09-21 22:33:51
520,user_accounts_0520,User Accounts,Manual Entry,2023-04-22,21416,108.5,2023-03-18 14:14:17
521,it_tickets_0521,IT Tickets,CSV Upload,2024-11-29,466345,1195.13,2024-11-13 00:10:50
522,finance_0522,Finance,API Ingestion,2023-01-03,321056,1951.69,2023-01-01 21:22:21
523,it_tickets_0523,IT Tickets,CSV Upload,2023-05-28,223138,892.31,2023-05-10 01:07:48
524,security_incidents_0524,Security Incidents,API Ingestion,2023-04-01,272737,1662.2,2023-02-16 03:14:42
525,system_metrics_0525,System Metrics,Third-party Vendor,2024-04-18,449480,1979.3,2024-03-04 12:01:02
526,hr_0526,HR,API Ingestion,2023-07-25,55665,483.6,2023-05-30 02:03:15
527,threat_intelligence_0527,Threat Intelligence,Internal ETL,2024-07-19,166447,375.77,2024-07-14 12:28:43
528,customer_support_0528,Customer Support,API Ingestion,2024-03-08,316375,702.27,2024-03-03 23:30:27
529,customer_support_0529,Customer Support,Third-party Vendor,2023-11-17,268487,2612.72,2023-10-24 02:48:14
530,system_metrics_0530,System Metrics,SIEM Export,2023-09-30,40242,274.42,2023-08-31 13:49:40
531,security_incidents_0531,Security Incidents,Data Warehouse,2023-10-15,293217,389.79,2023-09-07 07:03:20
532,customer_support_0532,Customer Support,Data Warehouse,2023-04-24,337353,734.67,2023-04-07 23:36:10
533,security_incidents_0533,Security Incidents,CSV Upload,2024-02-07,499176,4458.9,2024-01-30 12:29:17
534,web_traffic_0534,Web Traffic,CSV Upload,2023-09-13,208994,1252.13,2023-07-26 13:08:53
535,security_incidents_0535,Security Incidents,Third-party Vendor,2024-03-30,478533,1008.45,2024-03-20 07:52:28
536,threat_intelligence_0536,Threat Intelligence,Data Warehouse,2023-07-20,137573,860.11,2023-05-28 04:02:49
537,security_incidents_0537,Security Incidents,SIEM Export,2023-10-02,42494,80.7,2023-09-09 11:36:44
538,user_accounts_0538,User Accounts,SIEM Export,2024-09-29,183802,170.07,2024-09-16 14:57:22
539,user_accounts_0539,User Accounts,API Ingestion,2023-06-08,92958,310.03,2023-04-11 00:12:04
540,hr_0540,HR,Internal ETL,2024-10-03,35841,259.38,2024-08-09 20:42:39
