id,date,incident_type,severity,status,description,reported_by,created_at
232,2024-06-23,Unauthorized Access,High,Open,Unauthorized Access incident with high severity; status currently open.,oscar,2024-06-23 03:26:48
233,2024-11-08,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,eve,2024-11-08 10:43:55
234,2024-09-16,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,charlie,2024-09-16 02:12:51
235,2024-04-03,DDoS,Critical,Investigating,DDoS incident with critical severity; status currently investigating.,heidi,2024-04-03 22:51:20
236,2024-04-17,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,eve,2024-04-17 10:12:30
237,2025-04-20,DDoS,Critical,Investigating,DDoS incident with critical severity; status currently investigating.,charlie,2025-04-20 18:48:27
238,2025-05-30,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,ivan,2025-05-30 05:41:27
239,2025-11-16,Malware,Critical,Open,Malware incident with critical severity; status currently open.,charlie,2025-11-16 01:49:32
240,2025-11-06,Insider Threat,Low,Mitigated,Insider Threat incident with low severity; status currently mitigated.,ivan,2025-11-06 21:25:18
241,2025-12-03,Ransomware,High,Open,Ransomware incident with high severity; status currently open.,bob,2025-12-03 17:45:44
242,2025-10-01,Brute Force,Critical,Investigating,Brute Force incident with critical severity; status currently investigating.,ivan,2025-10-01 21:21:04
243,2024-08-15,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,alice,2024-08-15 13:09:42
244,2024-05-15,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,frank,2024-05-15 11:43:06
245,2024-12-04,Brute Force,Low,Open,Brute Force incident with low severity; status currently open.,eve,2024-12-04 04:43:51
246,2025-02-19,Unauthorized Access,Medium,Monitoring,Unauthorized Access incident with medium severity; status currently monitoring.,diana,2025-02-19 03:17:46
247,2024-10-20,Malware,High,Closed,Malware incident with high severity; status currently closed.,heidi,2024-10-20 17:27:10
248,2025-02-26,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,oscar,2025-02-26 19:13:38
249,2025-10-02,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,alice,2025-10-02 21:24:07
250,2024-10-02,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,heidi,2024-10-02 12:19:35
251,2025-07-23,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,frank,2025-07-23 15:12:31
252,2025-09-06,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,grace,2025-09-06 10:00:30
253,2025-05-19,Data Breach,Low,Open,Data Breach incident with low severity; status currently open.,eve,2025-05-19 05:38:16
254,2024-11-15,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,ivan,2024-11-15 07:49:31
255,2024-06-14,DDoS,Critical,Mitigated,DDoS incident with critical severity; status currently mitigated.,ivan,2024-06-14 15:25:30
256,2024-05-02,DDoS,Low,Open,DDoS incident with low severity; status currently open.,mallory,2024-05-02 18:19:38
257,2024-01-14,Brute Force,Critical,Investigating,Brute Force incident with critical severity; status currently investigating.,eve,2024-01-14 14:20:57
258,2025-02-10,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,ivan,2025-02-10 12:34:18
259,2025-10-01,Phishing,Medium,Closed,Phishing incident with medium severity; status currently closed.,ivan,2025-10-01 09:37:59
260,2024-10-24,Insider Threat,Low,Open,Insider Threat incident with low severity; status currently open.,frank,2024-10-24 16:31:05
261,2025-01-18,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,grace,2025-01-18 17:20:04
262,2025-08-15,DDoS,Low,Investigating,DDoS incident with low severity; status currently investigating.,eve,2025-08-15 06:23:01
263,2025-10-25,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,diana,2025-10-25 16:15:06
264,2024-08-05,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,grace,2024-08-05 11:31:59
265,2025-02-05,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,judy,2025-02-05 06:38:30
266,2025-03-26,Data Breach,High,Open,Data Breach incident with high severity; status currently open.,eve,2025-03-26 18:48:44
267,2025-06-08,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,alice,2025-06-08 20:37:50
268,2024-05-18,Brute Force,Low,Closed,Brute Force incident with low severity; status currently closed.,heidi,2024-05-18 08:14:15
269,2025-03-06,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,diana,2025-03-06 17:37:33
270,2024-03-27,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,frank,2024-03-27 14:02:46
271,2024-06-09,Unauthorized Access,Low,Monitoring,Unauthorized Access incident with low severity; status currently monitoring.,judy,2024-06-09 18:06:00
272,2025-12-10,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,heidi,2025-12-10 16:02:20
273,2025-11-07,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,mallory,2025-11-07 09:26:10
274,2024-09-21,Password Spray,Low,Mitigated,Password Spray incident with low severity; status currently mitigated.,eve,2024-09-21 12:05:05
275,2024-05-21,Malware,Medium,Open,Malware incident with medium severity; status currently open.,bob,2024-05-21 04:17:15
276,2025-02-24,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,oscar,2025-02-24 17:36:35
277,2024-05-28,Ransomware,High,Open,Ransomware incident with high severity; status currently open.,diana,2024-05-28 14:06:20
278,2024-01-01,Malware,High,Closed,Malware incident with high severity; status currently closed.,oscar,2024-01-01 10:37:10
279,2025-12-31,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,grace,2025-12-31 17:16:23
280,2025-07-18,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,bob,2025-07-18 09:18:10
281,2024-10-28,Password Spray,Medium,Monitoring,Password Spray incident with medium severity; status currently monitoring.,mallory,2024-10-28 04:58:31
282,2024-06-23,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,mallory,2024-06-23 06:44:39
283,2025-09-13,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,ivan,2025-09-13 11:55:41
284,2025-08-25,Vulnerability Exploit,Medium,Open,Vulnerability Exploit incident with medium severity; status currently open.,ivan,2025-08-25 16:35:23
285,2024-03-24,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,grace,2024-03-24 10:31:03
286,2025-03-03,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,eve,2025-03-03 23:44:05
287,2024-07-01,Malware,Medium,Open,Malware incident with medium severity; status currently open.,ivan,2024-07-01 14:57:34
288,2024-03-19,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,eve,2024-03-19 22:28:03
289,2025-06-01,Malware,Critical,Monitoring,Malware incident with critical severity; status currently monitoring.,heidi,2025-06-01 02:32:08
290,2024-07-04,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,mallory,2024-07-04 19:52:17
291,2024-10-01,DDoS,High,Investigating,DDoS incident with high severity; status currently investigating.,frank,2024-10-01 01:17:43
292,2024-10-31,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,mallory,2024-10-31 18:23:40
293,2025-02-15,Data Breach,Low,Open,Data Breach incident with low severity; status currently open.,judy,2025-02-15 14:22:04
294,2024-08-31,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,grace,2024-08-31 18:31:48
295,2024-08-28,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,ivan,2024-08-28 22:25:21
296,2025-01-20,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,ivan,2025-01-20 02:57:05
297,2024-06-11,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,heidi,2024-06-11 16:32:15
298,2025-01-29,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,alice,2025-01-29 16:02:04
299,2024-10-18,Insider Threat,High,Investigating,Insider Threat incident with high severity; status currently investigating.,judy,2024-10-18 19:59:36
300,2024-07-15,Unauthorized Access,Medium,Monitoring,Unauthorized Access incident with medium severity; status currently monitoring.,bob,2024-07-15 21:36:55
301,2025-10-16,Insider Threat,High,Open,Insider Threat incident with high severity; status currently open.,judy,2025-10-16 10:05:19
302,2024-07-18,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,oscar,2024-07-18 06:17:07
303,2025-06-08,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,mallory,2025-06-08 00:56:03
304,2025-01-06,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,eve,2025-01-06 03:54:50
305,2025-01-24,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,diana,2025-01-24 00:38:18
306,2025-11-12,Data Breach,High,Closed,Data Breach incident with high severity; status currently closed.,eve,2025-11-12 07:00:26
307,2024-07-13,Brute Force,Medium,Open,Brute Force incident with medium severity; status currently open.,heidi,2024-07-13 06:19:35
308,2024-10-07,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,diana,2024-10-07 03:44:51
309,2025-11-26,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,charlie,2025-11-26 23:23:39
310,2025-11-06,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,alice,2025-11-06 20:32:00
311,2024-02-11,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,grace,2024-02-11 23:52:14
312,2024-08-05,DDoS,Low,Closed,DDoS incident with low severity; status currently closed.,oscar,2024-08-05 10:10:30
313,2025-10-06,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,bob,2025-10-06 17:20:46
314,2025-08-02,Password Spray,Medium,Monitoring,Password Spray incident with medium severity; status currently monitoring.,grace,2025-08-02 10:22:08
315,2025-08-02,Ransomware,Low,Open,Ransomware incident with low severity; status currently open.,eve,2025-08-02 06:45:23
316,2025-12-23,Insider Threat,Medium,Mitigated,Insider Threat incident with medium severity; status currently mitigated.,oscar,2025-12-23 00:54:36
317,2025-05-18,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,judy,2025-05-18 16:12:26
318,2025-03-14,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,mallory,2025-03-14 00:36:31
319,2025-08-19,Insider Threat,High,Open,Insider Threat incident with high severity; status currently open.,alice,2025-08-19 06:30:17
320,2024-08-22,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,bob,2024-08-22 20:52:20
321,2025-10-10,Vulnerability Exploit,High,Open,Vulnerability Exploit incident with high severity; status currently open.,frank,2025-10-10 13:29:25
322,2024-07-02,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,diana,2024-07-02 13:50:00
323,2025-03-21,Malware,Medium,Open,Malware incident with medium severity; status currently open.,diana,2025-03-21 00:01:00
324,2025-01-09,Data Breach,High,Monitoring,Data Breach incident with high severity; status currently monitoring.,judy,2025-01-09 17:22:38
325,2024-06-02,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,grace,2024-06-02 16:33:47
326,2025-03-12,Ransomware,High,Investigating,Ransomware incident with high severity; status currently investigating.,oscar,2025-03-12 04:49:49
327,2025-12-16,Ransomware,High,Mitigated,Ransomware incident with high severity; status currently mitigated.,bob,2025-12-16 03:41:55
328,2025-04-26,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,judy,2025-04-26 01:00:02
329,2025-09-20,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,heidi,2025-09-20 18:30:44
330,2025-07-05,DDoS,Low,Closed,DDoS incident with low severity; status currently closed.,mallory,2025-07-05 17:34:18
331,2024-04-15,Insider Threat,Critical,Investigating,Insider Threat incident with critical severity; status currently investigating.,heidi,2024-04-15 07:35:48
332,2025-04-09,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,frank,2025-04-09 10:59:34
333,2024-01-22,Insider Threat,Low,Investigating,Insider Threat incident with low severity; status currently investigating.,judy,2024-01-22 20:37:58
334,2025-02-24,Data Breach,Medium,Investigating,Data Breach incident with medium severity; status currently investigating.,heidi,2025-02-24 23:46:44
335,2024-04-02,Malware,Low,Closed,Malware incident with low severity; status currently closed.,judy,2024-04-02 03:33:46
336,2024-03-28,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,ivan,2024-03-28 12:14:51
337,2025-08-14,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,bob,2025-08-14 00:43:54
338,2024-09-05,Brute Force,Critical,Investigating,Brute Force incident with critical severity; status currently investigating.,diana,2024-09-05 19:52:11
339,2025-01-22,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,eve,2025-01-22 07:05:29
340,2025-02-05,Data Breach,High,Open,Data Breach incident with high severity; status currently open.,grace,2025-02-05 15:17:59
341,2024-06-11,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,ivan,2024-06-11 10:26:38
342,2024-08-19,Password Spray,Critical,Investigating,Password Spray incident with critical severity; status currently investigating.,oscar,2024-08-19 13:04:10
343,2024-08-27,Ransomware,High,Closed,Ransomware incident with high severity; status currently closed.,eve,2024-08-27 10:24:55
344,2025-09-19,Password Spray,High,Investigating,Password Spray incident with high severity; status currently investigating.,bob,2025-09-19 09:27:13
345,2024-11-29,Insider Threat,Low,Mitigated,Insider Threat incident with low severity; status currently mitigated.,grace,2024-11-29 20:22:00
346,2024-11-10,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,oscar,2024-11-10 15:11:41
347,2025-11-19,Data Breach,High,Investigating,Data Breach incident with high severity; status currently investigating.,grace,2025-11-19 06:01:40
348,2025-04-09,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,mallory,2025-04-09 00:14:20
349,2024-09-19,Brute Force,High,Mitigated,Brute Force incident with high severity; status currently mitigated.,diana,2024-09-19 10:09:15
350,2024-04-22,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,diana,2024-04-22 08:59:30
351,2024-06-09,Phishing,Critical,Closed,Phishing incident with critical severity; status currently closed.,mallory,2024-06-09 02:41:30
352,2024-01-16,Malware,High,Closed,Malware incident with high severity; status currently closed.,diana,2024-01-16 11:26:08
353,2025-06-05,Ransomware,High,Investigating,Ransomware incident with high severity; status currently investigating.,frank,2025-06-05 04:56:21
354,2025-10-23,Phishing,High,Monitoring,Phishing incident with high severity; status currently monitoring.,diana,2025-10-23 02:27:29
355,2025-06-30,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,ivan,2025-06-30 16:41:52
356,2025-05-17,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,mallory,2025-05-17 05:03:17
357,2025-02-17,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,charlie,2025-02-17 08:15:44
358,2025-02-23,Brute Force,High,Mitigated,Brute Force incident with high severity; status currently mitigated.,diana,2025-02-23 20:56:37
359,2025-10-02,Password Spray,Low,Open,Password Spray incident with low severity; status currently open.,alice,2025-10-02 00:37:22
360,2025-05-13,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,heidi,2025-05-13 07:52:52
361,2025-03-16,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,diana,2025-03-16 12:18:27
362,2024-04-26,Malware,High,Open,Malware incident with high severity; status currently open.,frank,2024-04-26 17:58:18
363,2025-01-08,DDoS,High,Investigating,DDoS incident with high severity; status currently investigating.,diana,2025-01-08 07:24:09
364,2025-02-13,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,judy,2025-02-13 20:13:47
365,2025-08-01,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,eve,2025-08-01 06:58:20
366,2025-04-21,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,heidi,2025-04-21 01:31:46
367,2024-06-17,Phishing,Medium,Investigating,Phishing incident with medium severity; status currently investigating.,bob,2024-06-17 19:08:26
368,2024-10-04,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,oscar,2024-10-04 23:29:54
369,2025-02-15,Malware,Low,Monitoring,Malware incident with low severity; status currently monitoring.,grace,2025-02-15 13:38:29
370,2024-05-26,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,eve,2024-05-26 16:38:45
371,2025-10-02,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,bob,2025-10-02 07:08:59
372,2025-01-05,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,alice,2025-01-05 19:05:59
373,2025-12-17,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,judy,2025-12-17 15:55:41
374,2024-11-10,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,diana,2024-11-10 20:37:07
375,2024-08-12,Malware,Critical,Investigating,Malware incident with critical severity; status currently investigating.,mallory,2024-08-12 01:12:37
376,2025-08-02,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,eve,2025-08-02 23:47:15
377,2024-07-06,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,charlie,2024-07-06 14:58:51
378,2025-04-03,Phishing,High,Monitoring,Phishing incident with high severity; status currently monitoring.,diana,2025-04-03 08:58:59
379,2024-02-08,Password Spray,High,Investigating,Password Spray incident with high severity; status currently investigating.,frank,2024-02-08 15:57:24
380,2024-09-15,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,eve,2024-09-15 23:18:18
381,2025-11-25,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,heidi,2025-11-25 07:21:16
382,2025-01-02,DDoS,Low,Investigating,DDoS incident with low severity; status currently investigating.,judy,2025-01-02 13:46:37
383,2025-10-12,Data Breach,Low,Mitigated,Data Breach incident with low severity; status currently mitigated.,heidi,2025-10-12 19:58:33
384,2025-05-16,DDoS,High,Open,DDoS incident with high severity; status currently open.,charlie,2025-05-16 01:30:30
385,2025-05-18,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,judy,2025-05-18 12:54:40
386,2024-12-13,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,ivan,2024-12-13 01:31:58
387,2024-12-07,Brute Force,Low,Open,Brute Force incident with low severity; status currently open.,heidi,2024-12-07 18:59:17
388,2024-01-18,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,ivan,2024-01-18 19:50:09
389,2025-07-15,Unauthorized Access,High,Investigating,Unauthorized Access incident with high severity; status currently investigating.,charlie,2025-07-15 03:28:45
390,2024-03-01,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,heidi,2024-03-01 14:28:09
391,2025-10-18,Unauthorized Access,Medium,Open,Unauthorized Access incident with medium severity; status currently open.,eve,2025-10-18 01:34:41
392,2024-10-07,Unauthorized Access,Low,Mitigated,Unauthorized Access incident with low severity; status currently mitigated.,alice,2024-10-07 14:20:44
393,2025-05-01,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,judy,2025-05-01 20:28:28
394,2024-02-15,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,diana,2024-02-15 23:17:02
395,2024-08-08,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,alice,2024-08-08 11:42:26
396,2025-06-03,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,eve,2025-06-03 13:34:21
397,2025-05-12,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,frank,2025-05-12 13:00:12
398,2025-03-23,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,ivan,2025-03-23 18:06:27
399,2025-07-05,Brute Force,Low,Open,Brute Force incident with low severity; status currently open.,frank,2025-07-05 20:57:20
400,2025-01-08,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,diana,2025-01-08 03:24:27
401,2024-12-08,Data Breach,Medium,Open,Data Breach incident with medium severity; status currently open.,frank,2024-12-08 10:41:27
402,2025-08-13,Unauthorized Access,Low,Mitigated,Unauthorized Access incident with low severity; status currently mitigated.,judy,2025-08-13 18:08:43
403,2024-05-13,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,alice,2024-05-13 04:09:41
404,2025-12-11,Ransomware,Low,Mitigated,Ransomware incident with low severity; status currently mitigated.,bob,2025-12-11 14:08:45
405,2024-03-15,Brute Force,High,Monitoring,Brute Force incident with high severity; status currently monitoring.,diana,2024-03-15 07:44:08
406,2024-05-01,Brute Force,Medium,Closed,Brute Force incident with medium severity; status currently closed.,alice,2024-05-01 08:45:44
407,2025-10-04,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,judy,2025-10-04 03:26:29
408,2024-07-23,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,frank,2024-07-23 10:46:25
409,2025-07-06,Vulnerability Exploit,Low,Mitigated,Vulnerability Exploit incident with low severity; status currently mitigated.,charlie,2025-07-06 16:43:34
410,2024-10-02,Vulnerability Exploit,Low,Mitigated,Vulnerability Exploit incident with low severity; status currently mitigated.,ivan,2024-10-02 19:10:27
411,2025-01-25,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,eve,2025-01-25 23:09:35
412,2025-02-07,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,alice,2025-02-07 12:39:24
413,2024-06-02,Insider Threat,Medium,Monitoring,Insider Threat incident with medium severity; status currently monitoring.,oscar,2024-06-02 04:43:49
414,2025-10-27,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,ivan,2025-10-27 22:17:40
415,2025-09-18,Password Spray,Critical,Closed,Password Spray incident with critical severity; status currently closed.,ivan,2025-09-18 00:19:34
416,2025-04-23,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,eve,2025-04-23 18:28:10
417,2025-05-13,Malware,High,Closed,Malware incident with high severity; status currently closed.,ivan,2025-05-13 13:27:19
418,2024-09-28,Phishing,Low,Monitoring,Phishing incident with low severity; status currently monitoring.,oscar,2024-09-28 00:45:49
419,2024-08-18,DDoS,Critical,Open,DDoS incident with critical severity; status currently open.,heidi,2024-08-18 08:33:27
420,2025-07-14,Password Spray,High,Investigating,Password Spray incident with high severity; status currently investigating.,diana,2025-07-14 14:55:49
421,2024-07-17,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,alice,2024-07-17 12:14:55
422,2025-08-12,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,alice,2025-08-12 12:00:36
423,2025-09-17,Vulnerability Exploit,Critical,Open,Vulnerability Exploit incident with critical severity; status currently open.,frank,2025-09-17 08:58:38
424,2024-01-03,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,eve,2024-01-03 03:06:32
425,2024-03-22,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,judy,2024-03-22 02:20:16
426,2024-04-24,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,ivan,2024-04-24 12:28:19
427,2024-01-24,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,bob,2024-01-24 17:09:14
428,2025-11-22,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,oscar,2025-11-22 04:52:26
429,2024-12-03,Password Spray,Medium,Open,Password Spray incident with medium severity; status currently open.,diana,2024-12-03 05:04:07
430,2025-01-01,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,alice,2025-01-01 22:44:00
431,2024-03-28,Password Spray,Medium,Open,Password Spray incident with medium severity; status currently open.,charlie,2024-03-28 18:00:17
432,2024-11-27,Password Spray,Low,Mitigated,Password Spray incident with low severity; status currently mitigated.,judy,2024-11-27 23:55:54
433,2024-11-01,Unauthorized Access,High,Mitigated,Unauthorized Access incident with high severity; status currently mitigated.,heidi,2024-11-01 18:32:55
434,2025-08-09,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,mallory,2025-08-09 23:26:54
435,2024-03-19,Malware,High,Mitigated,Malware incident with high severity; status currently mitigated.,diana,2024-03-19 22:08:33
436,2025-07-06,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,bob,2025-07-06 07:49:14
437,2025-01-17,Password Spray,Low,Investigating,Password Spray incident with low severity; status currently investigating.,oscar,2025-01-17 22:15:10
438,2025-04-29,Password Spray,High,Monitoring,Password Spray incident with high severity; status currently monitoring.,frank,2025-04-29 00:06:52
439,2025-09-14,Data Breach,Low,Investigating,Data Breach incident with low severity; status currently investigating.,charlie,2025-09-14 04:48:11
440,2024-03-13,Vulnerability Exploit,Medium,Open,Vulnerability Exploit incident with medium severity; status currently open.,mallory,2024-03-13 19:41:37
441,2024-05-17,Brute Force,Low,Closed,Brute Force incident with low severity; status currently closed.,ivan,2024-05-17 17:37:54
442,2025-02-10,Vulnerability Exploit,Low,Mitigated,Vulnerability Exploit incident with low severity; status currently mitigated.,diana,2025-02-10 02:17:32
443,2024-09-30,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,diana,2024-09-30 22:20:46
444,2025-09-05,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,oscar,2025-09-05 04:15:26
445,2024-02-01,Unauthorized Access,High,Investigating,Unauthorized Access incident with high severity; status currently investigating.,judy,2024-02-01 01:08:20
446,2025-11-23,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,bob,2025-11-23 08:23:07
447,2024-11-21,Malware,High,Investigating,Malware incident with high severity; status currently investigating.,mallory,2024-11-21 20:18:16
448,2024-02-27,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,judy,2024-02-27 10:53:13
449,2025-10-01,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,frank,2025-10-01 02:39:15
450,2024-03-19,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,diana,2024-03-19 16:29:55
451,2024-10-03,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,judy,2024-10-03 11:00:27
452,2024-12-05,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,heidi,2024-12-05 21:33:22
453,2024-07-05,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,judy,2024-07-05 22:45:45
454,2024-07-04,Insider Threat,Medium,Investigating,Insider Threat incident with medium severity; status currently investigating.,judy,2024-07-04 12:08:29
455,2025-12-30,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,ivan,2025-12-30 18:47:12
456,2025-02-01,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,mallory,2025-02-01 19:23:04
457,2025-08-13,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,mallory,2025-08-13 06:06:03
458,2025-02-08,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,heidi,2025-02-08 01:23:34
459,2024-04-18,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,judy,2024-04-18 03:23:15
460,2025-03-21,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,grace,2025-03-21 11:38:15
461,2025-12-16,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,charlie,2025-12-16 02:37:55
