id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
188,TCK-00188,Medium,Closed,Other,Other issue #188,Other ticket with medium priority; currently closed.,2024-04-20,2024-05-11,heidi.ng,2024-04-20 16:05:24
189,TCK-00189,Low,Resolved,Other,Other issue #189,Other ticket with low priority; currently resolved.,2024-03-24,2024-03-31,diana.lee,2024-03-24 18:36:10
190,TCK-00190,High,In Progress,Software,Software issue #190,Software ticket with high priority; currently in progress.,2024-09-10,,eve.owens,2024-09-10 12:15:38
191,TCK-00191,Low,Open,Security,Security issue #191,Security ticket with low priority; currently open.,2024-10-29,,heidi.ng,2024-10-29 13:00:36
192,TCK-00192,Low,Open,Security,Security issue #192,Security ticket with low priority; currently open.,2024-07-04,,heidi.ng,2024-07-04 13:06:15
193,TCK-00193,Medium,In Progress,Access,Access issue #193,Access ticket with medium priority; currently in progress.,2024-12-05,,heidi.ng,2024-12-05 08:06:46
194,TCK-00194,High,Resolved,Security,Security issue #194,Security ticket with high priority; currently resolved.,2024-08-14,2024-09-03,alice.smith,2024-08-14 11:34:47
195,TCK-00195,Medium,Resolved,Other,Other issue #195,Other ticket with medium priority; currently resolved.,2024-08-06,2024-09-02,judy.chen,2024-08-06 10:30:41
196,TCK-00196,Critical,Resolved,Hardware,Hardware issue #196,Hardware ticket with critical priority; currently resolved.,2024-07-13,2024-07-15,grace.patel,2024-07-13 14:38:17
197,TCK-00197,Critical,Closed,Hardware,Hardware issue #197,Hardware ticket with critical priority; currently closed.,2024-02-03,2024-02-07,frank.wong,2024-02-03 14:15:22
198,TCK-00198,Low,Closed,Network,Network issue #198,Network ticket with low priority; currently closed.,2024-05-25,2024-06-04,bob.jones,2024-05-25 14:24:39
199,TCK-00199,Critical,In Progress,Access,Access issue #199,Access ticket with critical priority; currently in progress.,2024-10-12,,grace.patel,2024-10-12 12:25:33
200,TCK-00200,Medium,Resolved,Hardware,Hardware issue #200,Hardware ticket with medium priority; currently resolved.,2024-10-03,2024-10-11,grace.patel,2024-10-03 17:11:26
201,TCK-00201,Medium,Closed,Access,Access issue #201,Access ticket with medium priority; currently closed.,2024-01-02,2024-01-07,diana.lee,2024-01-02 18:25:39
202,TCK-00202,Medium,Closed,Access,Access issue #202,Access ticket with medium priority; currently closed.,2024-04-13,2024-04-22,grace.patel,2024-04-13 18:50:43
203,TCK-00203,Low,Resolved,Access,Access issue #203,Access ticket with low priority; currently resolved.,2024-05-06,2024-05-20,judy.chen,2024-05-06 13:39:22
204,TCK-00204,Medium,Closed,Software,Software issue #204,Software ticket with medium priority; currently closed.,2024-10-18,2024-10-21,alice.smith,2024-10-18 18:45:30
205,TCK-00205,High,On Hold,Security,Security issue #205,Security ticket with high priority; currently on hold.,2024-08-22,,eve.owens,2024-08-22 15:50:10
206,TCK-00206,High,In Progress,Access,Access issue #206,Access ticket with high priority; currently in progress.,2024-08-12,,bob.jones,2024-08-12 13:55:08
207,TCK-00207,Medium,Open,Security,Security issue #207,Security ticket with medium priority; currently open.,2024-09-01,,alice.smith,2024-09-01 14:45:07
208,TCK-00208,Medium,Resolved,Access,Access issue #208,Access ticket with medium priority; currently resolved.,2024-08-14,2024-09-13,grace.patel,2024-08-14 16:55:40
209,TCK-00209,Critical,Closed,Hardware,Hardware issue #209,Hardware ticket with critical priority; currently closed.,2024-08-15,2024-08-20,alice.smith,2024-08-15 08:32:02
210,TCK-00210,High,Closed,Other,Other issue #210,Other ticket with high priority; currently closed.,2024-02-19,2024-03-20,bob.jones,2024-02-19 18:55:05
211,TCK-00211,Low,Resolved,Software,Software issue #211,Software ticket with low priority; currently resolved.,2024-09-11,2024-10-03,heidi.ng,2024-09-11 17:01:16
212,TCK-00212,Medium,Open,Access,Access issue #212,Access ticket with medium priority; currently open.,2024-06-07,,charlie.khan,2024-06-07 11:17:34
213,TCK-00213,Low,Open,Hardware,Hardware issue #213,Hardware ticket with low priority; currently open.,2024-04-16,,charlie.khan,2024-04-16 18:01:02
214,TCK-00214,High,Closed,Security,Security issue #214,Security ticket with high priority; currently closed.,2024-01-29,2024-02-25,frank.wong,2024-01-29 14:33:38
215,TCK-00215,Medium,Resolved,Other,Other issue #215,Other ticket with medium priority; currently resolved.,2024-08-31,2024-09-16,bob.jones,2024-08-31 11:13:22
216,TCK-00216,Medium,Open,Network,Network issue #216,Network ticket with medium priority; currently open.,2024-01-17,,eve.owens,2024-01-17 11:04:10
217,TCK-00217,High,Resolved,Security,Security issue #217,Security ticket with high priority; currently resolved.,2024-09-26,2024-10-26,judy.chen,2024-09-26 16:55:42
218,TCK-00218,Medium,Resolved,Hardware,Hardware issue #218,Hardware ticket with medium priority; currently resolved.,2024-09-10,2024-09-10,frank.wong,2024-09-10 18:33:19
219,TCK-00219,Medium,In Progress,Hardware,Hardware issue #219,Hardware ticket with medium priority; currently in progress.,2024-10-27,,judy.chen,2024-10-27 08:14:55
220,TCK-00220,Critical,On Hold,Software,Software issue #220,Software ticket with critical priority; currently on hold.,2024-09-05,,diana.lee,2024-09-05 12:00:51
221,TCK-00221,Medium,Closed,Software,Software issue #221,Software ticket with medium priority; currently closed.,2024-04-10,2024-05-09,heidi.ng,2024-04-10 15:04:20
222,TCK-00222,High,Resolved,Security,Security issue #222,Security ticket with high priority; currently resolved.,2024-06-17,2024-06-21,bob.jones,2024-06-17 08:31:31
223,TCK-00223,Medium,On Hold,Software,Software issue #223,Software ticket with medium priority; currently on hold.,2024-01-22,,ivan.ali,2024-01-22 15:27:00
224,TCK-00224,Medium,Resolved,Software,Software issue #224,Software ticket with medium priority; currently resolved.,2024-01-27,2024-01-29,judy.chen,2024-01-27 18:11:42
225,TCK-00225,Medium,Open,Security,Security issue #225,Security ticket with medium priority; currently open.,2024-10-27,,heidi.ng,2024-10-27 13:50:48
226,TCK-00226,Low,Resolved,Hardware,Hardware issue #226,Hardware ticket with low priority; currently resolved.,2024-01-04,2024-02-03,judy.chen,2024-01-04 12:47:52
227,TCK-00227,Low,Open,Access,Access issue #227,Access ticket with low priority; currently open.,2024-02-14,,charlie.khan,2024-02-14 09:15:00
228,TCK-00228,Critical,In Progress,Security,Security issue #228,Security ticket with critical priority; currently in progress.,2024-04-15,,heidi.ng,2024-04-15 13:56:03
229,TCK-00229,Medium,Closed,Access,Access issue #229,Access ticket with medium priority; currently closed.,2024-02-29,2024-03-13,eve.owens,2024-02-29 17:20:28
230,TCK-00230,Critical,Open,Hardware,Hardware issue #230,Hardware ticket with critical priority; currently open.,2024-01-29,,grace.patel,2024-01-29 10:46:55
231,TCK-00231,Medium,Open,Access,Access issue #231,Access ticket with medium priority; currently open.,2024-07-26,,,2024-07-26 18:34:08
232,TCK-00232,High,In Progress,Hardware,Hardware issue #232,Hardware ticket with high priority; currently in progress.,2024-11-18,,heidi.ng,2024-11-18 18:00:43
233,TCK-00233,High,Closed,Hardware,Hardware issue #233,Hardware ticket with high priority; currently closed.,2024-05-16,2024-06-13,bob.jones,2024-05-16 12:09:18
234,TCK-00234,High,Resolved,Hardware,Hardware issue #234,Hardware ticket with high priority; currently resolved.,2024-05-29,2024-06-13,frank.wong,2024-05-29 12:25:29
235,TCK-00235,High,Closed,Software,Software issue #235,Software ticket with high priority; currently closed.,2024-08-07,2024-08-15,grace.patel,2024-08-07 10:52:18
236,TCK-00236,Medium,Resolved,Software,Software issue #236,Software ticket with medium priority; currently resolved.,2024-05-27,2024-06-06,judy.chen,2024-05-27 14:04:40
237,TCK-00237,High,Closed,Access,Access issue #237,Access ticket with high priority; currently closed.,2024-12-27,2024-12-31,bob.jones,2024-12-27 10:19:41
238,TCK-00238,Critical,In Progress,Hardware,Hardware issue #238,Hardware ticket with critical priority; currently in progress.,2024-04-18,,ivan.ali,2024-04-18 08:41:25
239,TCK-00239,High,Resolved,Software,Software issue #239,Software ticket with high priority; currently resolved.,2024-05-25,2024-06-20,grace.patel,2024-05-25 09:32:04
240,TCK-00240,Medium,Resolved,Security,Security issue #240,Security ticket with medium priority; currently resolved.,2024-08-13,2024-08-25,grace.patel,2024-08-13 10:44:30
241,TCK-00241,High,Closed,Hardware,Hardware issue #241,Hardware ticket with high priority; currently closed.,2024-01-20,2024-02-03,diana.lee,2024-01-20 10:02:29
242,TCK-00242,Low,Closed,Security,Security issue #242,Security ticket with low priority; currently closed.,2024-11-17,2024-12-06,alice.smith,2024-11-17 09:10:06
243,TCK-00243,Medium,On Hold,Software,Software issue #243,Software ticket with medium priority; currently on hold.,2024-11-08,,eve.owens,2024-11-08 11:11:17
244,TCK-00244,Medium,Resolved,Security,Security issue #244,Security ticket with medium priority; currently resolved.,2024-06-07,2024-07-02,ivan.ali,2024-06-07 16:10:18
245,TCK-00245,Critical,Open,Network,Network issue #245,Network ticket with critical priority; currently open.,2024-05-20,,bob.jones,2024-05-20 09:43:06
246,TCK-00246,Low,Resolved,Hardware,Hardware issue #246,Hardware ticket with low priority; currently resolved.,2024-08-08,2024-08-09,eve.owens,2024-08-08 10:52:19
247,TCK-00247,Medium,Resolved,Software,Software issue #247,Software ticket with medium priority; currently resolved.,2024-08-07,2024-08-26,ivan.ali,2024-08-07 17:25:56
248,TCK-00248,Medium,On Hold,Hardware,Hardware issue #248,Hardware ticket with medium priority; currently on hold.,2024-03-22,,frank.wong,2024-03-22 14:49:51
249,TCK-00249,Medium,In Progress,Network,Network issue #249,Network ticket with medium priority; currently in progress.,2024-08-31,,charlie.khan,2024-08-31 10:07:49
250,TCK-00250,High,Closed,Hardware,Hardware issue #250,Hardware ticket with high priority; currently closed.,2024-05-23,2024-06-20,frank.wong,2024-05-23 17:14:52
251,TCK-00251,Medium,On Hold,Hardware,Hardware issue #251,Hardware ticket with medium priority; currently on hold.,2024-03-05,,judy.chen,2024-03-05 13:00:31
252,TCK-00252,Critical,In Progress,Hardware,Hardware issue #252,Hardware ticket with critical priority; currently in progress.,2024-10-12,,alice.smith,2024-10-12 17:03:47
253,TCK-00253,High,Resolved,Network,Network issue #253,Network ticket with high priority; currently resolved.,2024-05-22,2024-06-04,grace.patel,2024-05-22 11:48:57
254,TCK-00254,Medium,Open,Access,Access issue #254,Access ticket with medium priority; currently open.,2024-01-03,,diana.lee,2024-01-03 14:42:08
255,TCK-00255,Medium,In Progress,Security,Security issue #255,Security ticket with medium priority; currently in progress.,2024-11-27,,heidi.ng,2024-11-27 13:52:13
256,TCK-00256,High,In Progress,Access,Access issue #256,Access ticket with high priority; currently in progress.,2024-03-04,,bob.jones,2024-03-04 14:17:51
257,TCK-00257,Critical,Open,Access,Access issue #257,Access ticket with critical priority; currently open.,2024-04-20,,,2024-04-20 14:40:42
258,TCK-00258,Low,On Hold,Other,Other issue #258,Other ticket with low priority; currently on hold.,2024-04-01,,charlie.khan,2024-04-01 15:43:34
259,TCK-00259,Low,Resolved,Hardware,Hardware issue #259,Hardware ticket with low priority; currently resolved.,2024-04-20,2024-05-02,frank.wong,2024-04-20 14:38:27
260,TCK-00260,Medium,On Hold,Network,Network issue #260,Network ticket with medium priority; currently on hold.,2024-10-02,,grace.patel,2024-10-02 12:12:36
261,TCK-00261,High,On Hold,Other,Other issue #261,Other ticket with high priority; currently on hold.,2024-11-26,,ivan.ali,2024-11-26 08:03:42
262,TCK-00262,High,Closed,Other,Other issue #262,Other ticket with high priority; currently closed.,2024-04-12,2024-05-01,frank.wong,2024-04-12 14:14:50
263,TCK-00263,Medium,Closed,Software,Software issue #263,Software ticket with medium priority; currently closed.,2024-09-04,2024-09-26,judy.chen,2024-09-04 16:56:34
264,TCK-00264,Medium,Closed,Network,Network issue #264,Network ticket with medium priority; currently closed.,2024-02-22,2024-03-09,eve.owens,2024-02-22 08:06:01
265,TCK-00265,Medium,Resolved,Network,Network issue #265,Network ticket with medium priority; currently resolved.,2024-10-13,2024-10-27,bob.jones,2024-10-13 09:39:49
266,TCK-00266,High,Closed,Access,Access issue #266,Access ticket with high priority; currently closed.,2024-06-28,2024-07-04,charlie.khan,2024-06-28 11:20:46
267,TCK-00267,Critical,In Progress,Access,Access issue #267,Access ticket with critical priority; currently in progress.,2024-08-17,,heidi.ng,2024-08-17 09:27:32
268,TCK-00268,High,Open,Hardware,Hardware issue #268,Hardware ticket with high priority; currently open.,2024-08-14,,alice.smith,2024-08-14 10:02:23
269,TCK-00269,Critical,Open,Hardware,Hardware issue #269,Hardware ticket with critical priority; currently open.,2024-04-22,,alice.smith,2024-04-22 12:43:40
270,TCK-00270,Low,In Progress,Other,Other issue #270,Other ticket with low priority; currently in progress.,2024-07-27,,eve.owens,2024-07-27 08:11:03
271,TCK-00271,Medium,Resolved,Network,Network issue #271,Network ticket with medium priority; currently resolved.,2024-09-12,2024-10-12,alice.smith,2024-09-12 16:38:41
272,TCK-00272,Medium,Resolved,Network,Network issue #272,Network ticket with medium priority; currently resolved.,2024-10-28,2024-11-11,ivan.ali,2024-10-28 15:26:32
273,TCK-00273,Medium,Resolved,Network,Network issue #273,Network ticket with medium priority; currently resolved.,2024-03-08,2024-03-08,diana.lee,2024-03-08 13:51:22
274,TCK-00274,High,Open,Network,Network issue #274,Network ticket with high priority; currently open.,2024-06-16,,eve.owens,2024-06-16 14:08:54
275,TCK-00275,High,Open,Access,Access issue #275,Access ticket with high priority; currently open.,2024-08-24,,bob.jones,2024-08-24 17:26:02
276,TCK-00276,Medium,Closed,Other,Other issue #276,Other ticket with medium priority; currently closed.,2024-04-25,2024-05-03,frank.wong,2024-04-25 09:13:54
277,TCK-00277,Medium,Resolved,Network,Network issue #277,Network ticket with medium priority; currently resolved.,2024-08-17,2024-08-26,bob.jones,2024-08-17 08:54:39
278,TCK-00278,Medium,Resolved,Access,Access issue #278,Access ticket with medium priority; currently resolved.,2024-11-05,2024-11-15,charlie.khan,2024-11-05 12:21:37
279,TCK-00279,Low,Open,Security,Security issue #279,Security ticket with low priority; currently open.,2024-10-29,,,2024-10-29 09:45:29
280,TCK-00280,Medium,Open,Network,Network issue #280,Network ticket with medium priority; currently open.,2024-05-03,,alice.smith,2024-05-03 16:57:57
281,TCK-00281,Medium,Open,Access,Access issue #281,Access ticket with medium priority; currently open.,2024-11-05,,judy.chen,2024-11-05 10:57:23
282,TCK-00282,High,Open,Other,Other issue #282,Other ticket with high priority; currently open.,2024-03-09,,charlie.khan,2024-03-09 09:41:11
283,TCK-00283,Low,In Progress,Access,Access issue #283,Access ticket with low priority; currently in progress.,2024-06-08,,bob.jones,2024-06-08 12:17:29
284,TCK-00284,Medium,Resolved,Network,Network issue #284,Network ticket with medium priority; currently resolved.,2024-03-09,2024-03-31,charlie.khan,2024-03-09 14:10:12
285,TCK-00285,Medium,On Hold,Hardware,Hardware issue #285,Hardware ticket with medium priority; currently on hold.,2024-05-25,,frank.wong,2024-05-25 13:59:16
286,TCK-00286,Medium,In Progress,Hardware,Hardware issue #286,Hardware ticket with medium priority; currently in progress.,2024-03-10,,frank.wong,2024-03-10 17:38:30
287,TCK-00287,Medium,Open,Network,Network issue #287,Network ticket with medium priority; currently open.,2024-01-01,,,2024-01-01 16:42:36
288,TCK-00288,Low,Closed,Software,Software issue #288,Software ticket with low priority; currently closed.,2024-06-27,2024-07-26,frank.wong,2024-06-27 18:55:11
289,TCK-00289,Critical,Resolved,Security,Security issue #289,Security ticket with critical priority; currently resolved.,2024-11-18,2024-11-21,alice.smith,2024-11-18 12:23:30
290,TCK-00290,High,Closed,Hardware,Hardware issue #290,Hardware ticket with high priority; currently closed.,2024-08-01,2024-08-07,judy.chen,2024-08-01 11:57:07
291,TCK-00291,Low,Closed,Software,Software issue #291,Software ticket with low priority; currently closed.,2024-04-26,2024-05-01,frank.wong,2024-04-26 17:52:44
292,TCK-00292,Low,In Progress,Security,Security issue #292,Security ticket with low priority; currently in progress.,2024-07-27,,charlie.khan,2024-07-27 13:34:33
293,TCK-00293,Medium,Closed,Network,Network issue #293,Network ticket with medium priority; currently closed.,2024-11-27,2024-12-01,ivan.ali,2024-11-27 17:41:41
294,TCK-00294,High,In Progress,Security,Security issue #294,Security ticket with high priority; currently in progress.,2024-02-15,,diana.lee,2024-02-15 17:46:53
295,TCK-00295,Medium,In Progress,Software,Software issue #295,Software ticket with medium priority; currently in progress.,2024-07-20,,judy.chen,2024-07-20 09:20:33
296,TCK-00296,Medium,Open,Software,Software issue #296,Software ticket with medium priority; currently open.,2024-04-27,,grace.patel,2024-04-27 10:39:54
297,TCK-00297,Medium,Open,Other,Other issue #297,Other ticket with medium priority; currently open.,2024-07-08,,charlie.khan,2024-07-08 09:18:22
298,TCK-00298,High,Closed,Access,Access issue #298,Access ticket with high priority; currently closed.,2024-12-28,2025-01-13,eve.owens,2024-12-28 15:11:39
299,TCK-00299,High,Closed,Security,Security issue #299,Security ticket with high priority; currently closed.,2024-11-02,2024-12-01,bob.jones,2024-11-02 14:20:14
300,TCK-00300,Medium,On Hold,Other,Other issue #300,Other ticket with medium priority; currently on hold.,2024-11-01,,eve.owens,2024-11-01 16:50:48
301,TCK-00301,Medium,Closed,Software,Software issue #301,Software ticket with medium priority; currently closed.,2024-08-18,2024-09-08,charlie.khan,2024-08-18 10:37:45
302,TCK-00302,Medium,Resolved,Security,Security issue #302,Security ticket with medium priority; currently resolved.,2024-01-02,2024-01-08,ivan.ali,2024-01-02 11:50:40
303,TCK-00303,Medium,Open,Software,Software issue #303,Software ticket with medium priority; currently open.,2024-05-24,,alice.smith,2024-05-24 17:30:39
304,TCK-00304,Medium,Resolved,Software,Software issue #304,Software ticket with medium priority; currently resolved.,2024-01-18,2024-01-31,judy.chen,2024-01-18 11:16:33
305,TCK-00305,Critical,In Progress,Security,Security issue #305,Security ticket with critical priority; currently in progress.,2024-11-22,,ivan.ali,2024-11-22 16:13:50
306,TCK-00306,Critical,In Progress,Hardware,Hardware issue #306,Hardware ticket with critical priority; currently in progress.,2024-05-16,,heidi.ng,2024-05-16 13:14:33
307,TCK-00307,High,Resolved,Software,Software issue #307,Software ticket with high priority; currently resolved.,2024-03-07,2024-03-15,charlie.khan,2024-03-07 10:28:17
308,TCK-00308,Low,On Hold,Access,Access issue #308,Access ticket with low priority; currently on hold.,2024-09-15,,eve.owens,2024-09-15 11:20:55
309,TCK-00309,Medium,Closed,Access,Access issue #309,Access ticket with medium priority; currently closed.,2024-10-29,2024-11-10,diana.lee,2024-10-29 10:43:59
310,TCK-00310,Medium,Open,Security,Security issue #310,Security ticket with medium priority; currently open.,2024-03-30,,bob.jones,2024-03-30 12:31:18
311,TCK-00311,Medium,Resolved,Hardware,Hardware issue #311,Hardware ticket with medium priority; currently resolved.,2024-10-13,2024-10-31,diana.lee,2024-10-13 17:12:44
312,TCK-00312,Low,In Progress,Other,Other issue #312,Other ticket with low priority; currently in progress.,2024-01-22,,diana.lee,2024-01-22 13:06:04
313,TCK-00313,High,Closed,Hardware,Hardware issue #313,Hardware ticket with high priority; currently closed.,2024-08-03,2024-08-09,diana.lee,2024-08-03 09:57:15
314,TCK-00314,High,Resolved,Software,Software issue #314,Software ticket with high priority; currently resolved.,2024-06-07,2024-06-20,heidi.ng,2024-06-07 12:57:38
315,TCK-00315,Medium,Closed,Network,Network issue #315,Network ticket with medium priority; currently closed.,2024-08-05,2024-08-30,bob.jones,2024-08-05 09:19:20
316,TCK-00316,Low,In Progress,Software,Software issue #316,Software ticket with low priority; currently in progress.,2024-09-27,,bob.jones,2024-09-27 13:26:06
317,TCK-00317,Medium,Open,Security,Security issue #317,Security ticket with medium priority; currently open.,2024-05-22,,eve.owens,2024-05-22 16:54:53
318,TCK-00318,Medium,Resolved,Other,Other issue #318,Other ticket with medium priority; currently resolved.,2024-12-13,2025-01-07,grace.patel,2024-12-13 08:39:28
319,TCK-00319,High,In Progress,Security,Security issue #319,Security ticket with high priority; currently in progress.,2024-07-20,,charlie.khan,2024-07-20 17:32:37
320,TCK-00320,Critical,Open,Hardware,Hardware issue #320,Hardware ticket with critical priority; currently open.,2024-06-03,,bob.jones,2024-06-03 18:18:47
321,TCK-00321,High,In Progress,Software,Software issue #321,Software ticket with high priority; currently in progress.,2024-03-09,,judy.chen,2024-03-09 13:44:57
322,TCK-00322,High,Closed,Network,Network issue #322,Network ticket with high priority; currently closed.,2024-10-02,2024-10-25,eve.owens,2024-10-02 18:41:58
323,TCK-00323,Critical,Closed,Security,Security issue #323,Security ticket with critical priority; currently closed.,2024-12-11,2024-12-16,alice.smith,2024-12-11 18:35:14
324,TCK-00324,Medium,Resolved,Hardware,Hardware issue #324,Hardware ticket with medium priority; currently resolved.,2024-12-16,2025-01-12,heidi.ng,2024-12-16 12:53:31
325,TCK-00325,Medium,In Progress,Access,Access issue #325,Access ticket with medium priority; currently in progress.,2024-11-05,,diana.lee,2024-11-05 17:04:26
326,TCK-00326,Medium,Closed,Network,Network issue #326,Network ticket with medium priority; currently closed.,2024-02-04,2024-02-11,heidi.ng,2024-02-04 15:22:10
327,TCK-00327,High,In Progress,Network,Network issue #327,Network ticket with high priority; currently in progress.,2024-07-10,,ivan.ali,2024-07-10 15:29:22
328,TCK-00328,Medium,In Progress,Network,Network issue #328,Network ticket with medium priority; currently in progress.,2024-08-30,,bob.jones,2024-08-30 15:28:17
329,TCK-00329,Critical,Open,Access,Access issue #329,Access ticket with critical priority; currently open.,2024-12-27,,,2024-12-27 12:20:49
330,TCK-00330,Medium,Resolved,Network,Network issue #330,Network ticket with medium priority; currently resolved.,2024-02-16,2024-02-27,frank.wong,2024-02-16 09:24:59
331,TCK-00331,Low,In Progress,Software,Software issue #331,Software ticket with low priority; currently in progress.,2024-03-25,,ivan.ali,2024-03-25 10:30:29
332,TCK-00332,Medium,Closed,Security,Security issue #332,Security ticket with medium priority; currently closed.,2024-07-13,2024-08-09,judy.chen,2024-07-13 12:16:13
333,TCK-00333,Medium,Open,Hardware,Hardware issue #333,Hardware ticket with medium priority; currently open.,2024-09-13,,judy.chen,2024-09-13 08:33:43
334,TCK-00334,High,Open,Security,Security issue #334,Security ticket with high priority; currently open.,2024-05-03,,ivan.ali,2024-05-03 13:42:04
335,TCK-00335,Critical,Closed,Security,Security issue #335,Security ticket with critical priority; currently closed.,2024-05-22,2024-06-16,heidi.ng,2024-05-22 13:28:59
336,TCK-00336,High,Closed,Other,Other issue #336,Other ticket with high priority; currently closed.,2024-09-06,2024-09-25,charlie.khan,2024-09-06 12:59:52
337,TCK-00337,Medium,In Progress,Network,Network issue #337,Network ticket with medium priority; currently in progress.,2024-02-10,,bob.jones,2024-02-10 11:36:38
338,TCK-00338,Critical,Open,Hardware,Hardware issue #338,Hardware ticket with critical priority; currently open.,2024-07-02,,eve.owens,2024-07-02 14:55:25
339,TCK-00339,Medium,Closed,Hardware,Hardware issue #339,Hardware ticket with medium priority; currently closed.,2024-10-17,2024-11-14,diana.lee,2024-10-17 15:37:14
340,TCK-00340,Medium,Open,Access,Access issue #340,Access ticket with medium priority; currently open.,2024-01-30,,diana.lee,2024-01-30 16:34:32
341,TCK-00341,High,Resolved,Access,Access issue #341,Access ticket with high priority; currently resolved.,2024-05-20,2024-05-27,judy.chen,2024-05-20 16:12:24
342,TCK-00342,Medium,Closed,Security,Security issue #342,Security ticket with medium priority; currently closed.,2024-08-30,2024-09-02,judy.chen,2024-08-30 09:41:20
343,TCK-00343,High,In Progress,Hardware,Hardware issue #343,Hardware ticket with high priority; currently in progress.,2024-10-03,,charlie.khan,2024-10-03 17:59:28
344,TCK-00344,Critical,Resolved,Access,Access issue #344,Access ticket with critical priority; currently resolved.,2024-06-03,2024-06-24,ivan.ali,2024-06-03 11:35:09
345,TCK-00345,Low,In Progress,Network,Network issue #345,Network ticket with low priority; currently in progress.,2024-10-22,,bob.jones,2024-10-22 14:19:14
346,TCK-00346,Low,Resolved,Hardware,Hardware issue #346,Hardware ticket with low priority; currently resolved.,2024-05-30,2024-06-29,frank.wong,2024-05-30 12:49:27
347,TCK-00347,High,Open,Network,Network issue #347,Network ticket with high priority; currently open.,2024-05-29,,,2024-05-29 10:43:22
348,TCK-00348,Critical,In Progress,Security,Security issue #348,Security ticket with critical priority; currently in progress.,2024-02-04,,charlie.khan,2024-02-04 09:03:49
349,TCK-00349,Low,Open,Network,Network issue #349,Network ticket with low priority; currently open.,2024-04-20,,frank.wong,2024-04-20 13:26:16
350,TCK-00350,High,On Hold,Network,Network issue #350,Network ticket with high priority; currently on hold.,2024-01-11,,bob.jones,2024-01-11 17:28:33
351,TCK-00351,High,Resolved,Security,Security issue #351,Security ticket with high priority; currently resolved.,2024-01-30,2024-02-03,diana.lee,2024-01-30 15:44:48
352,TCK-00352,High,Resolved,Software,Software issue #352,Software ticket with high priority; currently resolved.,2024-07-06,2024-07-29,heidi.ng,2024-07-06 09:38:44
353,TCK-00353,Medium,On Hold,Security,Security issue #353,Security ticket with medium priority; currently on hold.,2024-12-07,,frank.wong,2024-12-07 11:15:07
354,TCK-00354,High,In Progress,Other,Other issue #354,Other ticket with high priority; currently in progress.,2024-10-16,,grace.patel,2024-10-16 18:50:27
355,TCK-00355,High,In Progress,Access,Access issue #355,Access ticket with high priority; currently in progress.,2024-08-15,,eve.owens,2024-08-15 16:09:56
356,TCK-00356,Medium,Closed,Other,Other issue #356,Other ticket with medium priority; currently closed.,2024-12-07,2024-12-25,ivan.ali,2024-12-07 08:06:14
357,TCK-00357,Medium,Resolved,Network,Network issue #357,Network ticket with medium priority; currently resolved.,2024-10-09,2024-11-04,charlie.khan,2024-10-09 18:03:46
358,TCK-00358,High,Closed,Security,Security issue #358,Security ticket with high priority; currently closed.,2024-08-28,2024-09-22,diana.lee,2024-08-28 17:49:07
359,TCK-00359,Medium,Closed,Other,Other issue #359,Other ticket with medium priority; currently closed.,2024-08-23,2024-09-05,diana.lee,2024-08-23 10:55:59
360,TCK-00360,Critical,On Hold,Network,Network issue #360,Network ticket with critical priority; currently on hold.,2024-03-16,,eve.owens,2024-03-16 09:09:32
361,TCK-00361,High,Open,Hardware,Hardware issue #361,Hardware ticket with high priority; currently open.,2024-07-26,,heidi.ng,2024-07-26 17:30:02
362,TCK-00362,Critical,In Progress,Access,Access issue #362,Access ticket with critical priority; currently in progress.,2024-05-06,,eve.owens,2024-05-06 13:08:57
363,TCK-00363,Medium,In Progress,Network,Network issue #363,Network ticket with medium priority; currently in progress.,2024-08-06,,eve.owens,2024-08-06 10:01:10
364,TCK-00364,Critical,Open,Other,Other issue #364,Other ticket with critical priority; currently open.,2024-09-30,,ivan.ali,2024-09-30 13:11:47
365,TCK-00365,High,Closed,Software,Software issue #365,Software ticket with high priority; currently closed.,2024-05-15,2024-05-24,heidi.ng,2024-05-15 14:18:17
366,TCK-00366,Critical,In Progress,Other,Other issue #366,Other ticket with critical priority; currently in progress.,2024-01-27,,diana.lee,2024-01-27 11:38:42
367,TCK-00367,Medium,Open,Software,Software issue #367,Software ticket with medium priority; currently open.,2024-02-23,,ivan.ali,2024-02-23 13:03:52
368,TCK-00368,Medium,In Progress,Network,Network issue #368,Network ticket with medium priority; currently in progress.,2024-05-31,,eve.owens,2024-05-31 11:41:09
369,TCK-00369,Critical,Closed,Other,Other issue #369,Other ticket with critical priority; currently closed.,2024-10-14,2024-11-08,ivan.ali,2024-10-14 10:48:38
370,TCK-00370,High,In Progress,Software,Software issue #370,Software ticket with high priority; currently in progress.,2024-10-04,,heidi.ng,2024-10-04 17:28:38
371,TCK-00371,Medium,In Progress,Security,Security issue #371,Security ticket with medium priority; currently in progress.,2024-10-03,,heidi.ng,2024-10-03 16:36:40
372,TCK-00372,High,Open,Software,Software issue #372,Software ticket with high priority; currently open.,2024-06-07,,judy.chen,2024-06-07 16:40:15
373,TCK-00373,High,Open,Network,Network issue #373,Network ticket with high priority; currently open.,2024-07-02,,heidi.ng,2024-07-02 08:58:34
